speed_ratio,kW
42.41,0.97
43.06,0.90
44.76,1.03
47.27,1.40
50.39,1.53
51.18,1.60
51.86,1.67
51.97,1.57
51.51,1.50
51.14,1.50
50.09,1.43
48.99,1.30
48.25,1.23
47.22,1.20
46.77,1.23
44.90,1.03
42.09,0.90
41.29,0.83
40.83,0.77
39.74,0.83
39.05,0.70
38.83,0.77
38.39,0.70
37.92,0.63
37.83,0.67
36.76,0.60
37.32,0.67
38.12,0.63
38.76,0.77
39.22,0.73
39.63,0.90
39.51,0.87
39.40,0.73
39.64,0.77
39.76,0.80
39.80,0.73
39.90,0.83
10.90,0.07
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.42,0.37
37.45,0.83
38.41,0.73
38.52,0.77
38.55,0.80
38.59,0.83
38.46,0.87
38.10,0.77
37.95,0.77
37.82,0.83
37.40,0.73
37.50,0.73
37.25,0.73
37.00,0.73
37.03,0.77
34.74,0.63
33.62,0.57
33.99,0.63
34.58,0.63
36.48,0.70
39.54,0.80
40.78,0.83
41.56,0.97
42.49,1.03
43.19,1.10
43.51,1.07
44.02,1.20
44.14,1.10
44.27,1.10
44.16,1.00
43.90,1.27
43.80,1.07
43.67,1.00
39.93,0.87
40.29,0.97
40.38,0.90
40.45,0.90
40.29,1.00
40.76,0.90
41.21,0.90
41.49,0.97
40.08,0.93
40.18,0.90
39.99,1.00
39.91,0.87
39.38,0.90
38.41,0.80
37.51,0.77
36.37,0.70
35.55,0.57
34.78,0.57
34.57,0.60
34.02,0.63
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
42.40,1.40
38.41,0.83
39.41,0.87
39.72,0.93
40.20,0.83
40.40,0.87
40.57,0.93
40.98,0.93
41.39,0.87
41.80,1.00
42.54,0.97
43.30,1.00
43.84,1.07
44.54,1.20
45.32,1.13
43.26,1.13
43.98,1.10
45.24,1.03
46.04,1.33
46.74,1.27
48.25,1.27
50.89,1.73
51.39,1.60
52.06,1.63
52.54,1.63
52.91,1.80
53.29,1.83
52.69,1.73
49.96,1.60
50.09,1.47
50.02,1.60
50.47,1.67
50.43,1.60
50.32,1.60
50.67,1.57
50.40,1.67
50.44,1.60
50.84,1.57
50.70,1.70
50.59,1.53
49.04,1.57
48.40,1.37
48.09,1.40
47.25,1.47
46.26,1.20
45.53,1.43
44.70,1.13
43.65,1.07
42.63,1.00
41.45,0.97
40.41,0.90
39.36,0.80
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
19.54,0.03
37.26,0.80
38.08,0.73
38.19,0.77
38.38,0.73
38.22,0.77
38.43,0.80
38.94,0.80
38.42,0.77
38.32,0.73
38.06,0.80
37.88,0.67
37.81,0.70
34.28,0.57
34.16,0.57
34.25,0.53
34.23,0.63
34.30,0.50
34.23,0.57
34.19,0.53
34.48,0.57
34.58,0.60
36.85,0.57
38.20,0.87
38.17,0.77
38.05,0.77
38.07,0.73
37.92,0.67
37.99,0.70
35.73,0.63
34.79,0.53
34.65,0.60
34.67,0.60
34.52,0.60
34.79,0.53
34.52,0.57
34.71,0.50
34.65,0.60
34.74,0.57
34.94,0.53
35.13,0.47
34.47,0.53
34.40,0.50
34.45,0.57
34.05,0.57
33.87,0.63
33.58,0.40
33.44,0.50
33.17,0.50
32.72,0.43
32.94,0.53
32.81,0.53
32.82,0.50
0.00,0.20
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.23,0.40
36.67,0.67
37.28,0.77
37.66,0.73
37.76,0.63
37.50,0.63
37.38,0.70
37.61,0.77
37.88,0.67
38.00,0.87
38.41,0.67
38.53,0.70
38.67,0.70
36.47,0.60
35.32,0.53
35.66,0.67
35.77,0.57
36.23,0.67
36.27,0.60
36.33,0.67
36.54,0.60
40.61,0.83
40.48,0.73
40.40,0.77
39.92,0.80
39.74,0.70
39.51,0.70
39.42,0.83
35.84,0.63
35.07,0.87
34.43,0.57
34.20,0.50
33.74,0.53
33.48,0.50
33.23,0.50
33.14,0.47
33.16,0.57
32.83,0.53
33.52,0.53
33.65,0.50
33.24,0.47
2.16,0.17
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
35.63,0.60
32.85,0.47
33.15,0.57
33.56,0.47
33.69,0.43
33.47,0.57
33.46,0.60
31.80,0.47
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
45.00,1.10
45.00,1.07
45.00,1.10
45.00,1.10
45.00,1.10
45.00,1.20
45.00,1.10
45.00,1.13
45.00,1.10
45.00,1.10
45.00,1.10
45.00,1.17
45.00,1.13
45.00,1.20
45.00,1.10
45.00,1.07
45.00,1.13
45.00,1.03
45.00,1.07
0.00,0.10
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
21.84,0.30
37.71,0.73
38.61,0.70
39.28,0.77
39.80,0.80
39.71,0.70
40.23,0.77
40.68,0.83
40.44,0.77
40.57,0.83
40.86,0.87
41.23,0.83
41.42,0.90
42.08,0.90
42.65,0.93
39.73,0.83
40.22,0.70
41.03,0.87
41.02,0.93
41.64,0.87
42.49,1.00
43.41,0.97
44.32,1.00
48.04,1.27
48.64,1.23
49.17,1.30
49.38,1.50
49.07,1.30
49.12,1.37
49.14,1.33
48.04,1.23
45.81,1.13
46.02,1.07
45.79,1.10
45.82,1.00
45.68,1.10
45.56,1.10
45.16,1.17
44.92,1.10
44.48,1.13
44.45,1.07
42.90,1.00
42.44,0.93
41.81,1.07
41.47,0.93
40.31,0.80
39.38,0.87
38.51,0.73
37.56,0.63
36.51,0.67
35.87,0.57
35.37,0.57
35.25,0.57
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
43.91,0.67
37.76,0.70
38.35,0.73
38.56,0.70
38.83,0.77
38.90,0.80
39.19,0.83
38.98,0.83
39.21,0.67
39.38,0.77
39.21,0.77
39.17,0.73
39.18,0.80
39.34,0.77
39.31,0.77
37.08,0.63
36.28,0.60
36.13,0.67
36.07,0.73
36.01,0.57
35.81,0.67
35.91,0.57
35.93,0.67
38.17,0.70
39.38,0.80
39.39,0.77
39.44,0.73
40.08,0.83
40.55,0.77
40.83,0.83
40.90,0.83
39.51,0.83
38.82,0.77
38.94,0.83
39.30,0.70
39.75,0.87
39.52,0.67
39.92,0.83
39.79,0.73
39.74,0.83
39.60,0.73
38.73,0.77
38.44,0.70
38.06,0.70
37.40,0.73
36.57,0.70
35.79,0.63
35.01,0.53
34.58,0.53
34.25,0.47
34.05,0.53
34.01,0.50
33.94,0.60
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
26.25,0.70
37.76,0.70
38.92,0.77
39.59,0.80
39.83,0.80
39.91,0.80
39.74,0.77
39.94,0.77
40.16,0.77
40.24,0.87
40.35,0.77
40.47,0.87
40.52,0.80
40.65,0.83
40.81,0.80
39.84,0.77
38.37,0.77
38.67,0.70
39.19,0.73
39.95,0.80
40.86,0.83
42.25,0.87
43.57,1.07
45.86,1.07
44.31,0.97
41.92,0.83
39.89,0.73
38.98,0.73
38.39,0.67
38.16,0.67
38.16,0.77
38.07,0.77
34.21,0.47
34.30,0.43
33.98,0.40
34.15,0.47
34.07,0.47
33.99,0.53
34.19,0.43
34.09,0.63
34.32,0.53
33.34,0.50
33.40,0.57
33.74,0.47
33.52,0.43
33.41,0.53
33.23,0.53
33.21,0.50
33.08,0.50
32.97,0.53
32.97,0.53
32.78,0.50
32.71,0.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
19.53,0.80
36.00,0.57
36.97,0.67
37.29,0.77
37.67,0.67
37.83,0.67
37.73,0.67
37.82,0.67
37.92,0.67
37.87,0.70
37.81,0.67
37.74,0.67
37.85,0.77
38.30,0.70
38.72,0.67
38.28,0.70
36.98,0.67
37.71,0.67
38.91,0.73
40.41,0.83
42.40,0.87
44.00,1.03
45.00,1.10
48.81,1.30
49.19,1.27
49.45,1.37
49.91,1.50
50.21,1.43
51.00,1.47
51.14,1.50
51.56,1.50
51.83,1.53
48.92,1.53
49.61,1.47
49.53,1.27
50.05,1.57
50.11,1.47
50.16,1.50
49.69,1.37
48.71,1.30
48.07,1.40
46.05,1.13
45.22,1.13
44.40,1.10
43.96,1.07
43.44,0.83
43.20,0.97
43.05,0.97
42.05,0.87
41.03,0.83
40.13,0.80
38.93,0.77
37.81,0.70
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
24.10,0.47
37.75,0.67
38.62,0.90
38.79,0.70
39.10,0.77
39.09,0.70
39.15,0.73
39.21,0.80
39.31,0.80
39.05,0.73
38.86,0.77
39.05,0.83
39.12,0.70
39.22,0.80
39.52,0.83
37.40,0.67
36.39,0.63
36.77,0.60
36.93,0.67
38.78,0.63
41.54,0.97
42.06,0.90
42.79,0.93
43.70,1.00
44.70,1.10
45.31,1.03
46.24,1.37
46.68,1.23
45.22,1.17
44.46,1.00
44.61,1.07
44.81,1.07
45.20,1.23
45.22,1.03
45.27,1.10
45.14,1.27
44.99,1.03
44.79,1.07
44.66,0.97
44.32,0.97
44.23,0.93
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
39.46,1.07
34.61,0.60
35.18,0.63
35.37,0.63
35.58,0.67
35.09,0.53
34.93,0.60
34.65,0.60
34.53,0.60
34.25,0.53
34.13,0.60
33.78,0.57
33.53,0.53
33.19,0.47
33.09,0.50
32.97,0.50
33.01,0.57
32.90,0.47
32.38,0.50
32.30,0.47
32.41,0.43
32.31,0.43
32.43,0.50
32.52,0.47
32.51,0.50
32.51,0.43
32.40,0.43
32.50,0.57
32.49,0.47
32.56,0.47
32.59,0.50
32.48,0.43
32.65,0.43
32.49,0.40
32.56,0.43
32.51,0.50
32.45,0.40
32.55,0.53
32.57,0.47
32.34,0.47
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
39.16,1.00
35.21,0.67
36.67,0.60
37.28,0.67
37.68,0.63
37.60,0.77
37.88,0.67
38.01,0.80
38.03,0.60
38.18,0.83
38.39,0.73
38.74,0.67
39.14,0.83
39.62,0.73
40.20,0.87
40.65,0.83
41.25,0.90
41.94,0.80
42.49,0.97
42.61,0.87
42.84,0.90
42.89,1.03
42.65,0.93
42.96,0.90
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.46,0.20
38.95,0.67
41.02,0.83
41.92,0.90
42.02,0.87
42.04,0.90
41.84,0.93
41.98,0.97
41.68,0.87
41.38,0.90
41.10,0.90
41.13,0.83
41.27,0.80
41.87,0.90
42.40,0.87
42.27,0.97
40.41,0.80
41.60,0.80
41.68,0.73
42.05,0.87
42.23,0.83
45.43,1.10
45.62,1.27
45.67,1.10
45.60,1.20
46.00,1.17
46.23,1.30
46.70,1.07
47.31,1.20
48.17,1.40
46.63,1.30
45.78,1.13
45.60,1.13
45.66,1.10
45.75,1.00
45.85,1.20
45.59,1.13
45.26,1.17
44.87,1.10
44.51,1.07
44.43,1.07
43.53,1.13
43.55,1.00
43.49,1.00
43.00,0.93
42.88,0.97
42.11,0.97
41.00,0.87
39.19,0.70
37.80,0.70
36.15,0.73
34.78,0.50
34.06,0.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
30.86,0.33
36.93,0.70
37.54,0.70
37.80,0.63
37.61,0.67
37.58,0.60
37.57,0.73
37.69,0.67
37.71,0.63
37.63,0.63
37.51,0.70
37.37,0.70
37.48,0.70
37.39,0.63
37.49,0.70
37.37,0.67
35.06,0.47
34.08,0.60
34.18,0.57
34.29,0.50
35.80,0.63
38.14,0.70
38.23,0.80
38.36,0.63
38.30,0.73
38.15,0.70
38.36,0.70
38.04,0.63
38.06,0.77
37.02,0.73
34.81,0.53
34.66,0.53
34.74,0.53
34.88,0.57
34.93,0.50
35.14,0.63
35.01,0.57
35.25,0.63
35.26,0.57
35.27,0.63
35.48,0.47
34.42,0.70
34.61,0.53
34.63,0.57
34.59,0.57
34.47,0.57
34.12,0.50
33.98,0.60
33.82,0.53
33.66,0.57
33.32,0.53
33.42,0.53
33.26,0.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.10,0.57
37.49,0.67
38.65,0.73
38.72,0.67
38.60,0.70
38.17,0.70
38.08,0.70
38.02,0.70
38.06,0.67
38.10,0.63
37.60,0.73
37.74,0.67
37.80,0.73
37.79,0.67
37.76,0.70
34.32,0.60
34.07,0.60
33.99,0.50
33.82,0.50
33.89,0.57
33.77,0.57
33.67,0.53
33.85,0.47
37.35,0.70
37.31,0.70
37.22,0.63
37.42,0.73
37.61,0.73
37.62,0.70
36.50,0.70
34.07,0.50
33.92,0.57
34.27,0.60
34.07,0.50
34.20,0.53
34.60,0.57
34.65,0.47
34.74,0.57
34.72,0.60
34.60,0.60
34.68,0.63
34.16,0.57
34.19,0.37
34.16,0.47
34.21,0.57
34.20,0.50
33.87,0.50
33.95,0.53
33.66,0.50
33.91,0.57
33.45,0.53
33.32,0.50
33.43,0.47
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.40,0.20
37.76,0.63
38.74,0.73
38.91,0.73
38.63,0.73
38.25,0.70
38.08,0.67
37.91,0.67
37.39,0.77
37.28,0.70
37.01,0.57
36.71,0.70
36.72,0.67
36.62,0.67
36.77,0.63
36.62,0.67
33.17,0.57
33.15,0.47
33.12,0.57
33.22,0.47
33.23,0.50
33.51,0.57
33.30,0.47
34.62,0.60
36.91,0.73
36.96,0.63
37.11,0.67
37.26,0.67
36.33,0.67
34.15,0.63
34.15,0.57
33.94,0.57
33.73,0.50
33.97,0.50
34.01,0.53
33.90,0.60
33.90,0.57
33.84,0.53
33.88,0.50
33.75,0.50
33.85,0.40
33.51,0.60
33.46,0.43
33.41,0.53
33.16,0.53
32.95,0.50
32.97,0.47
32.84,0.40
32.66,0.47
32.58,0.40
32.57,0.50
32.61,0.47
32.54,0.47
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
23.96,0.17
35.87,0.57
36.94,0.70
37.85,0.63
38.49,0.67
39.02,0.77
39.31,0.77
40.20,0.87
41.01,0.87
41.94,1.00
42.05,0.97
43.35,1.00
43.27,0.97
42.98,1.10
43.26,0.97
43.60,0.87
39.51,0.77
38.71,0.70
38.27,0.73
38.89,0.83
39.92,0.77
42.53,0.90
43.57,0.90
43.26,1.00
42.78,0.93
42.93,0.90
42.81,0.93
42.33,0.90
42.30,0.93
41.57,0.83
41.37,0.80
41.21,0.80
38.03,0.67
36.87,0.57
36.94,0.57
36.82,0.53
